CHM-LSTM-EMD-Freq,LSTM-EMD,CHM-LSTM-DWT,CHM-ESN-DWT,CHM-LSTM-EMD,CHM-ESN-EMD,CHM-ESN-EMD-Freq,LSTM-DWT,ESN-EMD-Freq,LSTM-EMD-Freq

16.272923,17.722803,17.774591,17.691727,17.82118,17.759407,15.289721,17.401546,16.344938,17.407661

15.654692,17.51709,17.684,17.714289,17.95899,17.831282,13.556369,17.29315,17.03725,17.550262

14.717975,17.816002,17.623997,17.532047,17.92777,17.882685,14.285913,17.756456,17.417395,17.582737

14.379681,17.46898,17.69446,17.545258,17.87953,17.821276,13.188025,17.645998,17.095133,17.58593

14.838225,18.074793,17.282442,17.318691,17.632547,17.792677,14.825572,18.067852,17.502792,17.788704

14.085708,18.191551,17.193306,17.309996,17.199318,17.569134,15.615211,17.807365,17.44742,17.67313

15.442843,17.984678,17.011972,17.200268,17.082111,17.338963,15.121913,17.448414,16.927563,17.63601

12.771624,18.072552,17.1582,17.312567,17.125948,17.331554,15.643219,16.926746,16.760216,17.596645

14.792993,18.296713,17.328596,17.516855,17.291887,17.4828,15.693996,17.546711,16.42238,17.464966

14.582803,18.08946,17.166115,17.377995,17.457182,17.678167,13.011637,17.888777,17.026516,17.537148

16.245058,18.313536,17.181519,17.300713,17.473587,17.809778,14.099574,17.971207,17.128073,17.485598

15.247737,18.191359,17.17524,17.26024,17.44533,17.840376,11.458846,17.784527,16.948345,17.523039

13.778722,18.170927,17.194084,17.144958,17.490715,17.820604,13.676741,17.435795,17.018818,17.47506

13.259334,18.246166,17.27156,17.141724,17.53129,17.884577,13.697627,18.278917,17.197222,17.519424

15.462365,18.268705,17.273916,17.145739,17.561811,17.932976,16.020811,18.035448,16.940298,17.584152

15.072895,18.106369,17.285242,16.991726,17.563847,18.076273,14.265907,18.145323,17.06691,17.643965

14.384878,18.262112,17.337122,17.079662,17.431683,18.157516,12.265265,18.186165,16.68557,17.67962

14.052704,17.749357,17.113623,16.98853,17.416252,18.039534,13.324664,18.235271,16.69281,17.67312

14.673268,17.971563,17.090452,16.92411,17.458635,18.059078,15.629927,18.32931,16.147709,17.620628

14.078297,17.856087,17.278807,17.17187,17.670908,18.152777,13.274675,18.36511,16.151516,17.70848

15.357337,17.862352,17.39786,17.35032,17.84663,18.250883,14.07648,18.220613,16.76453,17.837513

13.7633295,17.979565,17.492441,17.469685,17.897642,18.407146,11.509415,18.251276,16.84965,17.953506

14.22385,18.013885,17.789263,17.726698,17.979677,18.503971,14.581121,18.227066,16.970057,18.006577

13.264963,18.165752,17.683743,17.703066,17.966375,18.646862,13.062061,19.180016,17.274178,18.111027

14.724637,18.51475,17.627602,17.594856,17.86959,18.642782,14.012871,19.362038,17.09292,18.121424

14.740629,18.285181,17.621387,17.628157,17.818117,18.612318,19.881943,19.079113,16.750578,18.086897

13.857314,18.29506,17.455002,17.556631,17.753735,18.590565,19.974438,18.939032,16.709324,18.157198

14.925279,18.177408,17.556736,17.65741,17.759441,18.491789,16.984753,18.91711,16.409296,18.11445

16.45576,17.999687,17.615673,17.72776,17.792868,18.419512,14.299064,18.764738,16.209267,18.100088

15.165645,17.99312,17.50716,17.67147,17.77182,18.401478,14.650957,18.694157,16.42745,18.208412

14.316199,18.217373,17.533491,17.635023,17.742842,18.40265,14.015283,18.952942,16.521729,18.224466

14.9892645,17.760729,17.434315,17.67181,18.06364,18.334099,11.919949,18.70421,16.233637,17.942822

13.513972,17.889875,17.173687,17.472712,17.979626,18.14527,15.750388,18.151258,15.493977,17.869143

13.104029,17.558397,17.39152,17.717417,17.971378,18.040598,14.196191,18.25786,16.353783,17.773642

14.359586,17.650301,17.914513,18.170792,18.321783,18.154598,15.646081,17.975756,16.886639,17.993557

14.835459,18.101107,18.092375,18.307493,18.529753,18.405563,13.16625,18.248665,16.561367,18.42835

13.846833,18.61521,18.31352,18.423365,18.697683,18.591606,13.298423,19.16247,17.06819,18.693676

14.643559,18.59304,18.408558,18.739414,18.849691,18.79187,13.794375,19.723907,17.104044,18.805832

14.2026,18.811707,18.334286,18.70067,18.88993,18.91449,14.671898,19.334005,17.383644,18.87773

15.338449,18.57196,18.443556,18.75918,18.820232,19.024677,12.790718,19.278482,17.05018,19.052776

15.293444,18.84762,18.30888,18.649206,18.677671,19.026888,12.41345,19.198206,17.406063,19.220741

15.716962,18.689972,18.068441,18.47426,18.599277,18.933624,12.262001,18.747412,16.74687,19.16059

13.722985,18.025208,18.09701,18.330019,18.667305,18.880713,13.267669,18.330893,16.446556,18.981268

14.624808,18.127262,18.512447,18.72796,18.84274,18.959118,13.80879,18.842546,16.668882,19.017942

15.609548,18.31712,18.786232,18.865612,19.018635,19.039505,16.200134,18.967405,17.105114,19.211296

13.678122,18.557718,18.709923,18.770212,19.117811,19.128963,14.187335,19.06908,17.547201,19.347788

14.208505,18.963596,18.64162,18.734009,19.1396,19.192059,17.904581,19.232393,17.624155,19.375002

15.2239685,19.036276,18.796988,18.837048,19.23706,19.158287,13.821988,18.76386,17.301638,19.25965

14.895174,18.94476,18.507246,18.677073,19.271673,19.245598,16.305775,19.197163,17.570341,19.446054

17.294476,19.302027,18.907034,19.082996,19.398127,19.20423,14.591359,19.137974,17.4486,19.44037

15.283255,18.899921,19.189121,19.211998,19.656715,19.431017,15.659187,19.510622,17.607368,19.645885

14.553422,19.564592,19.126806,19.142582,19.843946,19.699465,16.92041,19.343176,17.798182,19.790728

14.402789,19.371126,19.088877,19.063055,19.915094,19.88792,16.885418,19.736769,17.802706,19.80115

14.019709,19.525438,19.23888,19.087687,19.885548,19.821148,18.28399,19.28602,17.643415,19.814526

15.912469,19.450682,19.276104,19.086218,19.821188,19.73407,15.922471,19.530458,17.861654,19.911573

15.966955,19.247372,19.262894,18.978748,19.758528,19.708885,14.514525,19.685768,17.856981,19.9675

15.404184,19.205835,19.033688,18.674,19.776276,19.692867,17.823772,19.439085,17.700579,19.927658

15.101738,19.230778,19.24769,18.811132,19.896534,19.829283,17.794628,19.005835,17.732218,19.7658

15.836903,19.300728,19.270962,18.876339,20.032278,19.886372,17.815376,18.860088,18.13263,19.873266

15.556171,19.778578,19.274181,18.884493,20.17948,19.921383,14.938791,19.262833,18.416706,19.880695

16.475422,20.115131,19.649742,19.222687,20.274918,20.045502,12.671953,19.236538,18.365816,19.853573

14.117121,20.21925,19.765257,19.377827,20.368652,20.23377,14.896929,19.083487,19.119799,20.015017

13.255675,20.133442,19.910265,19.56893,20.468344,20.366247,14.342721,19.53069,19.19333,20.044172

16.62362,19.890795,20.07676,19.807117,20.686409,20.465933,12.077741,19.56528,18.981142,19.999

15.896835,20.371265,20.225792,19.92374,20.706072,20.718822,11.787743,20.110031,19.317793,20.157873

16.082792,20.48601,20.24038,19.91029,20.682753,20.780197,13.997551,20.258188,19.060127,20.151377

16.315027,20.635637,20.063328,19.765112,20.70284,20.773422,10.017975,20.36226,19.514906,20.20049

16.632032,20.55634,20.505066,20.058983,20.797142,20.797737,12.747524,19.895924,19.24062,20.096563

14.537567,20.690382,20.701256,20.231167,20.948624,20.941345,13.921558,20.369165,19.473543,20.226753

17.803177,20.797752,20.68025,20.271883,21.099552,21.146194,12.319221,20.576302,19.504072,20.309324

15.660977,21.201056,20.470728,20.063032,21.07578,21.189089,13.168911,20.77003,19.46245,20.350357

15.659006,21.113827,20.367435,20.028374,21.031597,21.186094,13.442307,20.485243,19.291592,20.21733

15.065589,20.775934,20.21341,19.944426,20.973593,21.07548,16.167221,20.419699,19.352474,20.108025

15.628683,20.927914,20.237814,19.993437,20.94273,21.063215,15.099079,20.337503,19.310974,20.023634

15.833968,20.742748,20.334265,20.034441,21.010021,21.049349,18.226662,20.128548,18.919386,19.876535

15.741135,20.622593,20.297882,19.946592,20.858398,21.003387,17.038612,20.131039,19.249544,20.115522

15.487295,21.26009,20.2288,19.960796,20.815105,21.002432,15.713628,20.777437,19.838459,20.259396

15.321401,20.461615,20.350138,20.244152,20.820114,21.087591,18.421562,20.770666,18.975594,20.417967

15.418929,21.216896,20.327427,20.154266,21.000982,21.113152,15.135997,21.300377,18.751955,20.49386

15.129669,20.538132,20.710052,20.374958,21.35652,21.311623,16.160053,21.588118,19.656298,20.521101

14.446248,21.583384,21.055809,20.833122,21.524206,21.597038,13.422926,21.628588,19.67798,20.75106

15.440883,21.20217,21.144226,20.792265,21.473463,21.61153,14.557125,21.330212,20.502144,20.844507

15.276407,21.447466,20.885447,20.609943,21.224209,21.51927,16.657633,21.673576,20.17104,20.887615

16.566984,21.348883,20.8522,20.775497,21.119434,21.4333,15.273047,21.502506,19.99067,20.675646

16.257719,21.00612,20.943827,20.881664,21.173658,21.35794,13.411408,21.367863,19.48562,20.457676

17.01017,21.420212,20.932545,20.864887,21.25503,21.35818,16.575668,21.238623,19.93941,20.553625

16.210577,21.397495,21.018654,21.048138,21.39338,21.482283,15.536777,20.952705,20.262875,20.60795

14.706994,21.352474,20.994034,21.077784,21.51798,21.54973,13.402341,20.925291,20.208117,20.62159

17.111832,21.62083,20.870192,20.923996,21.531176,21.543037,18.836012,21.24899,20.6633,20.697248

17.83508,21.072325,20.816843,20.856268,21.416077,21.39498,18.78108,21.522182,20.527323,20.649603

15.266011,21.132027,20.798714,20.847824,21.333399,21.18731,13.406625,21.426388,20.288206,20.592503

16.726774,21.175154,20.810223,20.666273,21.305532,21.217028,16.73901,20.983965,20.2161,20.653475

16.003525,21.57979,20.854105,20.677265,21.332682,21.143955,13.537105,21.018164,20.18201,20.633842

16.778887,21.420486,20.611834,20.420935,21.356976,21.097038,13.86301,20.973276,20.150993,20.777493

15.773016,21.395956,20.629055,20.27102,21.529156,21.130728,13.334408,20.949148,19.828588,20.702824

16.053696,21.218813,20.959177,20.53632,21.632652,21.112387,13.955079,21.401493,19.584423,20.763817

15.931703,21.20687,21.2089,20.594099,21.644257,21.048267,16.060333,21.616947,19.94669,20.990732

15.190187,21.73071,21.302677,20.525074,21.517048,20.980995,15.441404,21.918228,20.124344,21.078104

14.908238,21.894358,20.999722,20.36042,21.343807,20.872316,15.061509,21.940565,20.072392,21.228962

15.882971,21.287298,20.453402,20.119593,20.97878,20.568546,16.853449,21.491468,19.78566,20.954563

16.177761,20.690628,19.680689,19.584515,20.716667,20.486366,16.522602,21.349998,19.392763,20.749794

15.264304,20.169252,19.909657,19.69334,20.639036,20.211483,14.162895,20.458693,18.90959,20.510601

15.934395,20.808695,20.404966,19.925741,20.728931,20.235321,15.414459,20.353668,18.61689,20.38478

14.015905,20.771261,20.2829,19.828703,20.657831,20.223589,11.356011,20.57648,19.502848,20.431711

17.170204,20.778095,19.977179,19.604364,20.562769,20.145521,11.971999,20.380632,19.651764,20.383175

13.971647,20.323542,20.286486,19.906248,20.619862,20.176788,16.90537,20.222403,19.72518,20.12119

14.519944,20.363228,19.726707,19.705318,20.490896,20.219883,16.06213,20.304691,19.834122,20.373556

16.318573,20.42055,19.931934,19.803347,20.391968,20.215431,16.304102,19.885664,19.619959,20.221508

15.460475,20.384466,20.095148,19.884844,20.448889,20.137335,16.084368,20.007406,19.404524,20.185171

18.917616,20.638893,19.901213,19.778059,20.394953,20.015783,10.053829,19.633997,19.722748,20.273994

14.399714,20.576515,19.860073,19.780373,20.408329,19.850542,13.0090065,20.08708,19.408846,20.130219

12.699596,20.47578,20.212349,19.988033,20.62454,19.831339,11.641348,19.831688,19.320173,20.056831

15.369964,20.750229,20.359978,20.225002,20.889837,20.102858,14.181585,19.98599,19.615038,20.39992

14.774447,21.23219,20.438587,20.294079,21.056906,20.285568,13.823994,20.385452,19.761753,20.648455

14.588813,21.167208,20.555246,20.269451,21.181871,20.455322,11.399878,20.617697,20.090864,20.794865

15.191147,21.80078,20.441284,20.070723,21.09479,20.386484,13.56793,20.777073,20.222149,21.022154

16.323696,21.523176,20.308128,19.775824,20.923399,20.175644,9.091255,20.906633,20.40081,21.064474

14.98003,20.89644,20.220934,19.492037,20.914177,19.989054,12.441141,20.808521,20.047527,20.97027

15.4575405,21.327051,20.059856,19.242556,20.9335,19.761206,19.509365,20.420383,19.745495,20.907969

14.781967,21.26303,20.239122,19.278194,21.059368,19.753498,15.991639,20.547327,19.48805,20.881802

15.831494,21.23249,20.118244,19.268698,20.93383,19.628996,15.408512,20.60241,19.729279,21.030634

15.469257,20.940418,19.657705,19.025248,20.777678,19.334564,16.606121,20.252424,19.298765,20.790304

15.666482,20.619806,19.436716,18.82974,20.518326,19.122953,13.817735,20.19253,18.678743,20.58873

15.417504,20.193739,19.689869,18.999714,20.525995,18.997988,15.006761,19.953745,18.715727,20.408014

16.686092,20.339067,19.582449,19.011131,20.611591,18.930103,13.59537,20.081161,19.325642,20.356844

16.254232,20.434141,19.30523,18.969732,20.406424,18.853453,16.22878,19.860966,19.378948,20.28222

16.106445,20.771214,19.410734,19.086302,20.467997,18.869,14.413433,19.274456,19.118551,20.10086

14.742672,20.396063,19.88717,19.561295,20.74203,19.15474,15.601874,19.692343,19.589773,19.992825

16.601442,20.536255,20.03922,19.798792,20.911032,19.233824,13.515468,20.00149,19.722664,20.158693

15.079482,20.698015,20.072819,19.76153,21.004488,19.331415,14.4945755,19.813183,19.707714,20.211138

16.410515,21.036964,19.991203,19.76112,20.900757,19.290274,16.53384,19.98772,19.9355,20.230938

15.584033,20.785568,19.689253,19.597015,20.551497,19.055288,11.941107,20.290133,20.235844,20.23617

16.200727,20.536776,19.904121,19.866625,20.41041,18.685371,16.182621,20.077778,19.531446,19.982014

16.048979,20.316628,19.639248,19.903517,20.281199,18.494083,16.696188,20.418974,19.960106,20.204424

16.279364,20.829287,19.392754,19.742596,20.223818,18.453259,15.502662,20.13668,19.712149,20.281311

17.65923,19.84966,19.532846,20.034452,20.378637,18.477886,16.007298,19.60101,19.564579,20.033407

17.271334,20.267508,19.774815,20.197756,20.475138,18.565445,14.061384,19.395044,19.241674,20.036901

16.61021,20.46497,19.639261,20.086391,20.448105,18.576546,16.379187,19.757006,19.151138,20.210903

15.938438,20.84459,19.59539,20.187809,20.450266,18.527199,14.817727,20.212416,19.329567,20.186653

16.592356,20.942616,19.74051,20.166958,20.479715,18.413567,15.446652,20.354544,19.530176,20.206324

14.595029,20.615446,19.818161,20.114239,20.411987,18.531439,14.277636,20.659895,19.845634,20.30753

16.418308,20.793129,19.810638,20.081333,20.388268,18.46684,13.777852,20.678364,19.700605,20.383299

17.203602,20.94783,19.802858,20.085154,20.422684,18.409296,15.796888,20.792625,19.756712,20.467356

18.36067,20.936668,19.983078,20.017832,20.49789,18.547632,14.156752,20.588379,19.312885,20.443367

19.016397,20.91339,20.309288,20.167276,20.713175,18.680511,11.682911,20.676037,19.001265,20.480423

18.61161,20.923134,20.375828,20.276827,20.864979,18.775604,13.60466,20.67711,18.9956,20.557108

17.313202,21.076492,20.56963,20.382858,21.030518,18.97251,12.256481,20.854408,19.32962,20.739761

18.788908,21.104206,20.574703,20.490244,21.116314,19.04475,13.182251,21.202768,19.487654,20.933903

17.571053,21.33564,20.619753,20.438185,21.196915,19.13971,17.560856,21.326452,19.59372,21.093721

17.612091,21.221848,20.500486,20.271448,21.11865,19.175425,16.201508,21.36039,19.648767,21.271725

16.45608,21.27575,20.472118,20.220903,21.191221,19.069298,13.912904,21.171133,19.648348,21.175537

17.805086,21.271622,20.857048,20.483767,21.308237,19.232632,13.459445,20.936235,19.617378,21.15699

15.773901,21.613256,20.712488,20.405382,21.29093,19.291254,12.529874,21.259047,19.941938,21.425016

15.159824,21.457886,20.694584,20.487696,21.278166,19.389326,14.247477,21.553556,19.913923,21.417921

15.935897,21.753344,20.853624,20.636171,21.375092,19.507624,13.158121,21.355919,19.870062,21.46018

16.172415,21.404297,21.018856,20.787294,21.5472,19.592674,13.707051,21.456057,20.329062,21.596563

15.88186,21.81751,21.083473,20.882174,21.657217,19.773428,9.880312,21.911163,20.141687,21.734509

15.777894,21.850853,21.152046,21.024967,21.781826,19.847456,11.490228,21.96042,20.295467,21.855843

16.651808,21.943228,21.368402,21.188776,21.951967,19.951614,12.314627,22.250309,20.135399,21.941011

16.74504,22.396852,21.578579,21.41951,21.995846,20.240887,13.342203,22.678267,20.483864,22.08139

17.437439,22.25661,22.373701,21.985554,22.495773,20.535566,13.606091,22.674362,20.829231,22.06838

18.8692,22.57621,22.526924,22.187313,23.155323,21.058466,11.945557,22.782824,21.04277,22.440302

16.275724,22.889843,23.382322,22.683084,23.63839,21.47432,14.455365,22.588524,21.59945,22.536182

17.999971,22.71871,23.095568,22.42153,23.792292,21.759136,11.380207,23.73867,21.099014,22.980167

15.588298,23.4842,22.918444,22.461346,23.79024,21.955223,14.934804,23.264612,21.840576,23.147728

17.080338,23.299639,23.43707,22.799957,23.779476,21.728958,14.11253,23.761505,21.976429,23.223505

17.573425,23.665112,23.646084,23.153364,23.650717,21.778214,12.663019,23.799051,22.025745,23.477924

16.34019,24.310867,23.334723,23.004139,23.496647,21.87415,12.559903,23.418644,22.154673,23.556047

17.043495,23.562359,22.854446,22.654951,23.329933,21.704765,10.438164,23.262522,22.024633,23.571491

14.529145,23.361761,23.132,22.726612,23.266901,21.50349,15.058136,22.649288,21.786797,23.321472

15.675603,23.964304,22.792393,22.55759,23.022194,21.517342,13.307482,23.419834,22.405949,23.584019

15.761052,24.376022,22.798813,22.78953,23.124258,21.450363,14.042208,23.213764,22.309353,23.43173

15.730916,23.843988,22.88841,22.706186,23.253157,21.53815,13.387481,22.642693,22.111849,23.311918

16.075403,24.4718,22.712427,22.576736,23.231548,21.821087,14.01687,22.488062,21.650772,23.190283

15.727965,24.071,22.596613,22.697268,23.359623,21.8992,16.600134,23.322287,22.252157,23.235273

16.653717,24.088156,23.367727,23.222399,23.72352,22.215633,14.299953,23.84212,22.833466,23.205982

17.650612,23.79412,23.90759,23.751865,23.941431,22.575726,15.068528,23.159595,22.677404,23.29419

16.4143,24.000406,23.812561,23.773113,24.215433,22.878197,12.810058,23.053122,22.976124,23.540651

17.333979,24.540083,23.63902,23.608503,24.411348,23.01809,16.757227,23.064196,23.040632,23.543352

15.613523,24.214205,24.142635,23.8341,24.658348,23.209494,12.962217,23.247416,23.019665,23.527407

17.20418,24.812307,24.588602,24.30452,24.76039,23.468596,16.453773,23.413965,23.28687,23.7865

16.052198,24.686172,24.729565,24.445862,24.865467,23.494524,16.111576,24.063173,23.756605,24.078299

17.321524,25.260036,24.67347,24.542381,24.889454,23.754532,16.951832,24.574593,23.757383,24.238716

15.843426,24.745317,24.645676,24.431995,24.841803,23.787518,16.837324,24.38948,23.933317,24.365145

16.150587,25.379961,24.401733,24.206503,24.492594,23.680958,17.615164,24.58953,24.05342,24.498083

15.734351,24.94354,24.045948,24.015064,24.469847,23.669752,15.993814,24.576315,24.219011,24.394936

16.273129,24.508902,24.117968,24.056509,24.59866,23.550135,14.727338,24.044807,23.701803,24.165583

15.88714,24.693766,24.569956,24.242,24.880543,23.798027,15.575342,23.983904,23.803719,24.183702

16.352564,24.731956,25.044594,24.66746,25.009247,23.97398,13.051673,24.120737,23.896484,24.392387

17.041214,25.20751,24.980503,24.671782,25.222641,24.07661,16.417004,24.65942,23.813002,24.692923

16.360868,25.57753,24.915802,24.689129,25.360004,24.23987,14.756454,24.66681,24.154514,24.895174

15.61079,25.142168,24.897236,24.719065,25.491058,24.547798,14.733061,24.929152,23.938816,24.976034

16.887417,25.66177,25.151484,24.889933,25.737503,24.717484,15.204505,24.266228,24.583437,24.996475

15.483452,25.82962,25.141794,24.908531,25.796982,24.987333,14.772543,24.513824,24.175743,25.061346

16.42148,25.987583,25.09234,24.899004,25.670385,25.051739,14.019798,24.169338,24.53199,25.16599

16.822243,25.440536,24.754858,24.60317,25.519062,24.978342,15.566951,24.778946,24.522411,25.080107

16.741955,25.813345,24.758963,24.539074,25.180674,24.996754,18.296722,24.019047,23.710472,24.883497

16.640692,25.43694,24.740568,24.442019,25.088663,24.998125,15.474928,23.662355,24.075712,24.878044

15.715227,25.695284,24.555983,24.466833,24.966429,24.872972,14.286309,23.782652,23.732944,24.885538

16.344442,25.388012,24.433754,24.504263,24.957468,24.746494,14.251814,23.897758,22.929821,24.705954

16.28317,25.203495,24.256098,24.41344,24.95963,24.820122,13.948651,24.05077,23.117067,24.703323

15.979606,25.580942,24.35301,24.634523,24.957739,24.896849,10.975584,24.135565,23.222597,24.607172

15.701087,25.328802,24.740881,24.883389,24.95033,25.044044,12.279254,23.859869,23.289295,24.425575

16.684145,25.69463,24.593397,24.724382,24.914877,25.039772,13.816268,23.907757,23.354937,24.442202

15.379965,25.791203,24.227507,24.556826,24.858809,25.144863,11.04986,24.39969,23.59134,24.604662

15.371277,25.29104,24.566868,24.789726,25.123245,25.028986,13.695915,23.998919,23.091833,24.41985

18.405329,24.459639,25.006681,25.21903,25.303455,25.219702,13.752713,24.140966,23.236254,24.338089

16.37823,25.456663,24.916594,25.235193,25.258856,25.267172,17.093344,24.290253,23.248537,24.581228

16.234503,25.950922,25.04628,25.561817,25.298565,25.42077,17.245506,24.41203,23.637526,24.551756

16.92061,25.837334,25.128597,25.670307,25.464468,25.511425,15.155279,24.46122,23.622202,24.570673

17.345188,25.748682,24.915848,25.51036,25.36899,25.373089,16.280046,24.98257,23.423439,24.598963

16.903809,25.663412,25.056992,25.676952,25.235384,25.33247,16.60555,25.165693,23.39903,24.519854

17.073261,25.525578,25.085764,25.979155,25.208155,25.301626,14.059171,25.025831,23.571964,24.639324

16.371288,25.603708,24.724287,25.748089,25.35925,25.25784,14.137074,25.029118,23.462145,24.639442

17.133337,25.986338,24.86166,25.800135,25.369106,25.146814,15.199032,24.848392,22.822426,24.500593

19.044956,25.769545,25.062397,26.011005,25.348946,25.29981,18.0513,24.7121,23.110952,24.579348

16.372986,25.742836,25.307697,26.088362,25.15129,25.300129,16.815279,25.022604,23.721073,24.674517

16.478075,25.652346,24.657019,25.706644,24.847809,25.028421,17.01341,25.526525,23.675156,24.776196

16.988287,25.61126,24.085333,25.296242,24.749533,24.927177,14.431194,25.011646,22.95422,24.54598

17.23548,25.107573,25.02085,25.83066,24.98144,25.112846,15.393022,24.956717,23.106733,24.316908

17.270775,25.124918,25.555069,26.075562,25.22647,25.444532,17.37205,25.07583,23.56097,24.460505

16.821665,25.48847,25.006073,25.892704,25.26283,25.529573,15.556609,25.296991,23.78896,24.675474

16.667088,25.732183,25.162392,26.044846,25.111324,25.494442,15.470634,25.22374,23.33298,24.5546

18.017166,25.203049,24.86791,25.775745,25.007639,25.41289,16.45597,25.046885,23.151953,24.435738

16.88974,24.886328,24.470682,25.729607,25.088718,25.396095,16.855484,24.712587,23.241488,24.043419

16.538448,24.8093,24.79355,25.91311,25.41007,25.368149,16.720167,24.874065,22.208937,23.851238

16.337605,24.578943,25.250809,26.16172,25.694664,25.400455,15.295368,24.73961,23.191109,23.957767

17.449118,25.519463,25.194221,26.19763,25.68647,25.563606,15.195723,24.471548,23.51587,24.19628

17.116558,24.742754,25.100939,26.233765,25.778965,25.66354,14.01688,24.550934,23.506802,24.226564

18.400322,25.488802,25.146236,26.066643,25.569052,25.515656,16.432299,24.683226,23.783625,24.049282

15.64964,25.087032,24.419851,25.637194,24.988434,25.154516,13.1288185,24.811758,23.498394,24.081165

16.19943,25.089354,24.353632,25.419573,24.646479,24.626173,13.869664,24.539837,23.8213,24.045118

17.611345,24.82295,24.03326,25.08985,24.440329,24.267801,14.511316,24.33605,23.36126,23.831402

16.880743,24.489147,24.067728,25.081911,24.394821,24.022388,14.242169,23.722404,22.85913,23.701801

16.707384,24.093607,24.179974,25.236444,24.348433,23.89366,13.47827,23.764374,23.156609,23.688643

